Time,Source,Destination,Protocol,Length
2019-05-27 07:36:16.185402,192.168.0.13,192.168.0.23,TCP,1103
2019-05-27 07:36:16.185962,192.168.0.13,192.168.0.23,TCP,1099
2019-05-27 07:36:16.188064,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.188438,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.281642,192.168.0.13,192.168.0.23,TCP,1031
2019-05-27 07:36:16.282172,192.168.0.13,192.168.0.23,TCP,1027
2019-05-27 07:36:16.287055,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.287480,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.335370,192.168.0.13,192.168.0.23,TCP,1363
2019-05-27 07:36:16.336112,192.168.0.13,192.168.0.23,TCP,1359
2019-05-27 07:36:16.338838,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.339251,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.385692,192.168.0.13,192.168.0.23,TCP,1055
2019-05-27 07:36:16.386241,192.168.0.13,192.168.0.23,TCP,1051
2019-05-27 07:36:16.389530,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.389940,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.481890,192.168.0.13,192.168.0.23,TCP,999
2019-05-27 07:36:16.482981,192.168.0.13,192.168.0.23,TCP,995
2019-05-27 07:36:16.485944,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.486570,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.538096,192.168.0.13,192.168.0.23,TCP,1007
2019-05-27 07:36:16.541182,192.168.0.13,192.168.0.23,TCP,1003
2019-05-27 07:36:16.544145,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.544591,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.596190,192.168.0.13,192.168.0.23,TCP,983
2019-05-27 07:36:16.596726,192.168.0.13,192.168.0.23,TCP,979
2019-05-27 07:36:16.600133,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.600540,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.658399,192.168.0.13,192.168.0.23,TCP,1255
2019-05-27 07:36:16.658969,192.168.0.13,192.168.0.23,TCP,1251
2019-05-27 07:36:16.662070,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.664442,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.745719,192.168.0.13,192.168.0.23,TCP,1039
2019-05-27 07:36:16.865114,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:16.924248,192.168.0.13,192.168.0.23,TCP,1043
2019-05-27 07:36:16.924394,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:16.928222,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.928636,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.929954,192.168.0.13,192.168.0.23,TCP,1385
2019-05-27 07:36:16.930490,192.168.0.13,192.168.0.23,TCP,1381
2019-05-27 07:36:16.935485,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.935894,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:16.985933,192.168.0.13,192.168.0.23,TCP,1299
2019-05-27 07:36:16.986502,192.168.0.13,192.168.0.23,TCP,1295
2019-05-27 07:36:16.989010,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:16.989425,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.079220,192.168.0.13,192.168.0.23,TCP,951
2019-05-27 07:36:17.079758,192.168.0.13,192.168.0.23,TCP,947
2019-05-27 07:36:17.082808,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.083223,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.135720,192.168.0.13,192.168.0.23,TCP,903
2019-05-27 07:36:17.136254,192.168.0.13,192.168.0.23,TCP,899
2019-05-27 07:36:17.139174,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.139585,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.195608,192.168.0.13,192.168.0.23,TCP,899
2019-05-27 07:36:17.196118,192.168.0.13,192.168.0.23,TCP,895
2019-05-27 07:36:17.198841,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.199232,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.255880,192.168.0.13,192.168.0.23,TCP,987
2019-05-27 07:36:17.257734,192.168.0.13,192.168.0.23,TCP,983
2019-05-27 07:36:17.257949,192.168.0.13,192.168.0.23,TCP,987
2019-05-27 07:36:17.258027,192.168.0.13,192.168.0.23,TCP,983
2019-05-27 07:36:17.262107,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.262523,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.345982,192.168.0.13,192.168.0.23,TCP,1155
2019-05-27 07:36:17.369039,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.369453,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.405349,192.168.0.13,192.168.0.23,TCP,943
2019-05-27 07:36:17.405891,192.168.0.13,192.168.0.23,TCP,939
2019-05-27 07:36:17.408933,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.409349,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.465025,192.168.0.13,192.168.0.23,TCP,959
2019-05-27 07:36:17.465564,192.168.0.13,192.168.0.23,TCP,955
2019-05-27 07:36:17.468633,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.525397,192.168.0.13,192.168.0.23,TCP,903
2019-05-27 07:36:17.616849,192.168.0.13,192.168.0.23,TCP,899
2019-05-27 07:36:17.665743,192.168.0.13,224.0.0.251,,125
2019-05-27 07:36:17.666081,192.168.0.13,224.0.0.251,,125
2019-05-27 07:36:17.675689,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:17.695856,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.696346,192.168.0.13,224.0.0.251,,129
2019-05-27 07:36:17.696429,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:17.696578,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.697879,192.168.0.13,192.168.0.23,TCP,584
2019-05-27 07:36:17.698288,192.168.0.13,192.168.0.23,TCP,580
2019-05-27 07:36:17.700880,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.701268,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.735098,192.168.0.13,192.168.0.23,TCP,959
2019-05-27 07:36:17.736062,192.168.0.13,192.168.0.23,TCP,955
2019-05-27 07:36:17.740199,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.740543,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.795928,192.168.0.13,192.168.0.23,TCP,887
2019-05-27 07:36:17.796335,192.168.0.13,192.168.0.23,TCP,883
2019-05-27 07:36:17.799975,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.824831,192.168.0.1,192.168.0.14,TCP,122
2019-05-27 07:36:17.827254,192.168.0.1,192.168.0.14,TCP,114
2019-05-27 07:36:17.844794,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.844913,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.844988,192.168.0.1,192.168.0.14,TCP,1406
2019-05-27 07:36:17.846046,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.846131,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.846900,192.168.0.1,192.168.0.14,TCP,1222
2019-05-27 07:36:17.851329,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.851519,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.851600,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.851679,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.851824,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.851907,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.854599,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.854743,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.854822,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.854940,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.855163,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.855246,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.855905,192.168.0.13,192.168.0.23,TCP,915
2019-05-27 07:36:17.856643,192.168.0.13,192.168.0.23,TCP,911
2019-05-27 07:36:17.859224,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.859538,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.859616,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.859690,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.859816,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.859892,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.859968,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.860097,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:17.871910,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.872026,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.872175,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.872250,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.872325,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.872401,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.882784,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.882869,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.882943,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.883088,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.883166,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.883247,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.893007,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.893125,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.893197,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.893329,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.893419,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.893564,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.894200,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.894324,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.901757,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.901839,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.901977,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.902056,192.168.0.1,192.168.0.14,TCP,1066
2019-05-27 07:36:17.903646,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.903791,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.903946,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.904074,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.904320,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.904858,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.904986,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.905126,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.906219,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.906382,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.907275,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.907665,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.907796,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.907884,192.168.0.1,192.168.0.14,TCP,1562
2019-05-27 07:36:17.909183,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.909303,192.168.0.1,192.168.0.14,TCP,1558
2019-05-27 07:36:17.909380,192.168.0.1,192.168.0.14,TCP,984
2019-05-27 07:36:17.911992,192.168.0.1,192.168.0.14,TCP,114
2019-05-27 07:36:17.950075,192.168.0.13,192.168.0.23,TCP,887
2019-05-27 07:36:17.950914,192.168.0.13,192.168.0.23,TCP,883
2019-05-27 07:36:17.955458,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:17.955993,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.007709,192.168.0.13,192.168.0.23,TCP,1491
2019-05-27 07:36:18.008686,192.168.0.13,192.168.0.23,TCP,1487
2019-05-27 07:36:18.011493,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.011902,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.055400,192.168.0.13,192.168.0.23,TCP,951
2019-05-27 07:36:18.055930,192.168.0.13,192.168.0.23,TCP,947
2019-05-27 07:36:18.058959,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.059369,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.149625,192.168.0.13,192.168.0.23,TCP,903
2019-05-27 07:36:18.150180,192.168.0.13,192.168.0.23,TCP,899
2019-05-27 07:36:18.153903,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.154331,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.206853,192.168.0.13,192.168.0.23,TCP,839
2019-05-27 07:36:18.207533,192.168.0.13,192.168.0.23,TCP,835
2019-05-27 07:36:18.215104,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.215494,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.265062,192.168.0.13,192.168.0.23,TCP,911
2019-05-27 07:36:18.265830,192.168.0.13,192.168.0.23,TCP,907
2019-05-27 07:36:18.268537,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.268940,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.325524,192.168.0.13,192.168.0.23,TCP,1063
2019-05-27 07:36:18.475290,192.168.0.13,192.168.0.23,TCP,1502
2019-05-27 07:36:18.482775,192.168.0.13,192.168.0.23,TCP,1067
2019-05-27 07:36:18.482895,192.168.0.13,192.168.0.23,TCP,1498
2019-05-27 07:36:18.489090,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.489470,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.490922,192.168.0.13,192.168.0.23,TCP,188
2019-05-27 07:36:18.491328,192.168.0.13,192.168.0.23,TCP,184
2019-05-27 07:36:18.495383,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.495763,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.540478,192.168.0.13,192.168.0.23,TCP,883
2019-05-27 07:36:18.541613,192.168.0.13,192.168.0.23,TCP,879
2019-05-27 07:36:18.543996,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.544377,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.595330,192.168.0.13,192.168.0.23,TCP,935
2019-05-27 07:36:18.597383,192.168.0.13,192.168.0.23,TCP,931
2019-05-27 07:36:18.599766,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.600142,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.655651,192.168.0.13,192.168.0.23,TCP,1187
2019-05-27 07:36:18.656193,192.168.0.13,192.168.0.23,TCP,1183
2019-05-27 07:36:18.658672,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.662039,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.750704,192.168.0.13,192.168.0.23,TCP,887
2019-05-27 07:36:18.751237,192.168.0.13,192.168.0.23,TCP,883
2019-05-27 07:36:18.754555,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:18.754955,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:18.808724,192.168.0.13,192.168.0.23,TCP,931
